Image ID,Image.name,Annotation status,Points,AcrCerv,AcrPalm,AgAga,AgTen,AgUnd,BL_OrbFav,BORB,CoNat,DiplLab,FaviaFrag,MontaCav,OrbAnn,OrbFav,OrbFrank,PorAstr,Por_branch,PorPor,PseuCliv,PseuStrig,Siderastr,SidSid,ANEM,Feat_dust,GORG-BRI,Gorg_Fan,Gorg_Plume,Gorg_Whip,Hydra,Millepora,PCAR,Spong_Crus,Spong_Erec,Spong_Glo,Film_Sand,Sand,Bare_Rock,CCA_LR,Cyano_HR,Cyano_LR,Cyano_RBL,Cyano_Sand,Debris,ACA,Brown_Enc,Brown_UFM,CCA_HR,CCA_RBL,Dictyota,EAM_HR,EAM_LR,EAM_RBL,Green_UFM,Halimeda,Lobophora,Mac_matrix,Red_Enc,Red_UFM,Sargassum,Ulva,SyrFil,ThalTes
6097730,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T1_Q06_25m_P6220318_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,4,0,0,0,0,12,0,0,8,8,0,20,8,8,0,0,0,0,12,0,0,0,0,0,0
6097731,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T1_Q07_20m_P6220325_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,12,0,0,0,0,4,0,0,8,16,12,12,0,16,0,0,0,0,12,0,0,0,0,0,0
6097732,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T1_Q08_15m_P6220330_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,24,32,16,0,0,0,8,0,0,0,0,0,0
6097733,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T1_Q09_10m_P6220335_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,40
6097734,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T1_Q10_5m_P6220340_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4,4,20,8,0,0,0,0,4,0,4,0,0,0,0
6097735,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T2_Q01_0m_P6220344_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,12,0,0,0,0,36,0,0,0,0,0,0
6097736,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T2_Q02_5m_P6220348_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,0,0,0,8,4,4,16,0,8,0,0,0,0,24,0,12,0,0,0,0
6097737,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T2_Q03_10m_P6220356_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,0,4,0,0,12,0,0,0,0,0,0,44,0,8,0,0,0,0
6097738,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T2_Q04_15m_P6220361_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,4,0,0,0,4,12,4,0,0,0,0,0,0,0,12,0,24,0,0,0,0,0,0,24,0,4,0,0,0,0
6097739,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T2_Q05_20m_P6220364_R.JPG,Confirmed,25,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,16,4,0,0,0,4,0,36,0,0,0,0,0,12
6097740,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T2_Q06_25m_P6220372_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,8,0,0,0,0,0,0
6097741,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T2_Q07_30m_P6220376_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,60,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0
6097742,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T2_Q08_35m_P6220385_R.JPG,Confirmed,25,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,12,0,0,0,0,0,0,8,0,0,0,8,0,8,8,0,0,0,0,0,40,0,0,0,0,0,0
6097743,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T2_Q09_40m_P6220391_R.JPG,Confirmed,25,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,4,20,0,12,8,0,0,0,0,0,40,0,0,0,0,0,0
6097744,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T2_Q10_45m_P6220396_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,4,0,0,0,0,0,0,4,4,8,12,0,12,16,0,0,4,0,0,20,0,0,0,0,0,0
6097745,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T3_Q01_0m_P6220404_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,20,0,4,8,0,0,0,0,0,0,0,0,16,0,0,0,4,0,12
6097746,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T3_Q02_5m_P6220408_R.JPG,Confirmed,25,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,4,0,12,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,28,0,0,0,0,0,0,12,0,0,0,0,0,0
6097747,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T3_Q03_10m_P6220413_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4,0,4,4,0,0,0,0,0,12,0,0,0,0,0,0
6097748,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T3_Q04_15m_P6220416_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,8,0,0,0,0,0,0,0,0,0,4,0,0,12,28,0,24,0,0,0,0,0,0,8,0,4,0,0,0,0
6097749,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T3_Q05_20m_P6220423_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,8,0,0,0,0,0,0,4,0,0,8,12,0,8,4,0,8,0,0,0,32,4,0,0,0,0,0
6097750,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T3_Q06_25m_P6220426_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,16,0,0,4,0,0,0,0,0,0,4,12,0,12,4,0,0,0,4,0,36,0,0,0,0,0,0
6097751,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T3_Q07_30m_P6220429_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,8,12,0,0,0,0,0,12,0,0,0,0,0,0
6097752,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T3_Q08_35m_P6220433_R.JPG,Confirmed,25,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,20,0,0,4,0,0,0,0,0,0,0,0,0,12,0,0,8,0,0,0,0,0,0,20,0,0,0,0,0,0
6097753,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T3_Q09_40m_P6220439_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,8,4,0,0,0,0,0,0,12,28,0,28,0,0,0,0,0,0,8,0,0,0,0,0,0
6097754,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T3_Q10_45m_P6220447_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,4,12,0,0,8,0,0,4,0,0,0,0,4,0,8,4,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0
6097755,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T4_Q01_50m_P6230179_R.JPG,Confirmed,25,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,4,0,8,4,0,16,0,4,0,0,8,0,16,0,0,0,0,0,0
6097756,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T4_Q02_45m_P6230181_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,4,4,0,4,4,0,28,0,8,0,0,8,0,4,0,0,0,0,0,0
6097757,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T4_Q03_40m_P6230193_R.JPG,Confirmed,25,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,20,0,0,0,28,8,0,0,8,0,8,0,0,0,0,0,0
6097758,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T4_Q04_35m_P6230197_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,36,48,0,0,0,0,0,0,0,0,0,0
6097759,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T4_Q05_30m_P6230203_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,20,0,0,0,0,0,0,4,0,4,8,0,0,28,0,20,0,0,4,0,8,0,0,0,0,0,0
6097760,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T4_Q06_25m_P6230208_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,16,0,0,0,0,8,4,12,0,4,12,0,16,0,8,0,0,0,0
6097761,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T4_Q07_20m_P6230212_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,4,0,0,0,4,0,8,12,12,0,0,24,0,16,0,0,0,0,0,0
6097762,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T4_Q08_15m_P6230215_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,8,0,0,28,0,4,24,4,0,0,4,0,8,0,4,0,4,0,0
6097763,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T4_Q09_10m_P6230219_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,4,0,20,8,36,0,0,4,0,12,0,0,0,0,0,0
6097764,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T4_Q10_5m_P6230226_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,8,24,16,0,0,0,0,40,0,0,0,0,0,0
6097765,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T5_Q01_50m_P6230230_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,4,44,8,12,0,0,0,0,16,0,4,0,0,0,0
6097766,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T5_Q02_45m_P6230235_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,28,8,0,12,8,0,0,4,4,0,28,0,0,0,0,0,0
6097767,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T5_Q03_40m_P6230242_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,28,0,12,24,8,0,0,4,0,16,0,0,0,0,0,0
6097768,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T5_Q04_35m_P6230244_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,16,0,12,12,0,0,0,12,0,20,0,0,0,0,0,0
6097769,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T5_Q05_30m_P6230248_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
6097770,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T5_Q06_25m_P6230254_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,12,12,0,8,28,0,0,0,0,0,20,0,0,0,0,0,0
6097771,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T5_Q07_20m_P6230258_R.JPG,Confirmed,25,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,44,0,0,0,16,0,8,0,0,0,0,0,0
6097772,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T5_Q08_15m_P6230260_R.JPG,Confirmed,25,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,0,0,0,0,0,0,4,0,0,12,0,0,12,20,0,0,0,0,12,0,8,0,0,0,0
6097773,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T5_Q09_10m_P6230265_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,4,0,8,0,0,8,12,0,0,12,0,0,24,0,4,0,0,0,8
6097774,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T5_Q10_5m_P6230268_R.JPG,Confirmed,25,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,24,8,0,12,8,4,0,0,0,0,8,0,0,0,0,0,0
6097775,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T6_Q01_0m_P6230277_R.JPG,Confirmed,25,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,8,0,4,0,0,4,4,8,0,0,4,0,28,0,0,0,0,0,0
6097776,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T6_Q02_5m_P6230280_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,0,0,28,0,0,0,0,0,0,0,0,0,4,0,0,20,0,8,0,4,0,0,0,0,0,0,0,0,24
6097777,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T6_Q03_10m_P6230283_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,16,0,0,8,4,0,0,0,0,0,16,0,0,0,0,0,4
6097778,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T6_Q04_15m_P6230286_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,8,8,0,8,16,0,0,0,8,0,32,0,8,0,0,0,0
6097779,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T6_Q05_20m_P6230292_R.JPG,Confirmed,25,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,24,0,4,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,20
6097780,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T6_Q06_25m_P6230296_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,48,0,4,0,0,0,0,0,0,0,8,0,0,8,0,4,0,0,0,0,8,0,8,0,0,0,4
6097781,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T6_Q07_30m_P6230300_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,12,0,8,4,0,0,0,4,0,12,0,4,0,0,0,0
6097782,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T6_Q08_35m_P6230310_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,0,0,24,0,0,0,4,0,32,0,0,0,0,0,0
6097783,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T6_Q09_40m_P6230315_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,32,0,8,0,0,0,0,4,0,0,0,0,0,8
6097784,Belize2025_reefCensus_photoquadrats_WhaleShoal_20250622_T6_Q10_45m_P6230318_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,4,0,0,0,0,0,0,0,4,8,8,0,0,20,16,0,0,0,0,8,0,0,0,0,0,0
6097674,BZE2025_CBC_FOREREEF_T1_Q10_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6097665,BZE2025_CBC_FOREREEF_T1_Q1_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,8,0,0,0,8,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0
6097666,BZE2025_CBC_FOREREEF_T1_Q2_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,20,0,0,0,0,0,16,0,0,0,0,0,8,4,0,32,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
6097667,BZE2025_CBC_FOREREEF_T1_Q3_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,16,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,32,0,0,4,4,0,0,8,0,4,0,0,0,0,0,0
6097668,BZE2025_CBC_FOREREEF_T1_Q4_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,12,8,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,12,0,24,0,0,12,0,0,0,4,0,0,0,0,0,0,0,0
6097669,BZE2025_CBC_FOREREEF_T1_Q5_R.JPG,Confirmed,25,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,8,4,0,0,0,0,0,0,4,0,0,0,0,0,0,56,4,0,0,0,0,0,0,0,0,0,0
6097670,BZE2025_CBC_FOREREEF_T1_Q6_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,12,4,0,0,0,0,20,0,4,28,0,16,0,0,0,0,0,0
6097671,BZE2025_CBC_FOREREEF_T1_Q7_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,4,4,0,72,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
6097672,BZE2025_CBC_FOREREEF_T1_Q8_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,20,0,60,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
6097673,BZE2025_CBC_FOREREEF_T1_Q9_R.JPG,Confirmed,25,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
6097684,BZE2025_CBC_FOREREEF_T2_Q10_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,28,0,28,0,0,20,12,0,0,0,0,0,0,0,0,0,0,0
6097675,BZE2025_CBC_FOREREEF_T2_Q1_R.JPG,Confirmed,25,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,16,0,12,12,8,0,0,0,0,12,0,0,0,0,0,0
6097676,BZE2025_CBC_FOREREEF_T2_Q2_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,4,0,0,0,24,4,4,0,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0
6097677,BZE2025_CBC_FOREREEF_T2_Q3_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,32,0,28,0,8,4,0,0,0,0,0,4,0,0,0,0,0,0
6097678,BZE2025_CBC_FOREREEF_T2_Q4_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,0,40,0,0,4,8,0,0,0,0,4,0,0,0,0,0,0
6097679,BZE2025_CBC_FOREREEF_T2_Q5_R.JPG,Confirmed,25,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,0,0,8,0,0,0,0,0,0,0,0
6097680,BZE2025_CBC_FOREREEF_T2_Q6_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,16,0,20,0,0,4,40,0,0,8,0,0,0,0,0,0,0,0
6097681,BZE2025_CBC_FOREREEF_T2_Q7_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,20,0,0,0,12,0,4,4,0,0,0,0,0,0,0,0
6097682,BZE2025_CBC_FOREREEF_T2_Q8_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,28,0,0,0,4,0,0,28,0,8,0,0,0,0,0,0
6097683,BZE2025_CBC_FOREREEF_T2_Q9_R.JPG,Confirmed,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,24,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,20,0,0,4,12,0,0,4,0,8,0,0,0,0,0,0
